"","Run","Assay.Type","AvgSpotLen","Bases","BioProject","BioSample","Bytes","Sample_name","Cell_type","Center.Name","chip_antibody","Consent","DATASTORE.filetype","DATASTORE.provider","DATASTORE.region","Experiment","GEO_Accession..exp.","Instrument","LibraryLayout","LibrarySelection","LibrarySource","Organism","passages","Platform","ReleaseDate","Sample.Name","source_name","SRA.Study","strain","bed_id","bw_id","new_bw_id","new_bed_id"
"145","SRR1521932","ChIP-Seq",60,708770700,"PRJNA255796","SAMN02929076",331170439,"H3K4me3_Macrophage_2","Bone Marrow Macrophages","GEO","H3K4me3","public","sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public","SRX658432","GSM1441327","Illumina HiSeq 1500","SINGLE","ChIP","GENOMIC","Mus musculus","In vivo FACS purified cells","ILLUMINA","2014-08-08T00:00:00Z","GSM1441327","Bone Marrow Macrophages","SRP044685","C57BL/6","SRR1521932_1_trimm_peaks.broadPeak","SRR1521932_1_trimm.bw","H3K4me3_Macrophage_2.bw","H3K4me3_Macrophage_2.broadPeak"
"146","SRR1521933","ChIP-Seq",60,299438520,"PRJNA255796","SAMN02929076",137774333,"H3K4me3_Macrophage_3","Bone Marrow Macrophages","GEO","H3K4me3","public","sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1","SRX658432","GSM1441327","Illumina HiSeq 1500","SINGLE","ChIP","GENOMIC","Mus musculus","In vivo FACS purified cells","ILLUMINA","2014-08-08T00:00:00Z","GSM1441327","Bone Marrow Macrophages","SRP044685","C57BL/6","SRR1521933_1_trimm_peaks.broadPeak","SRR1521933_1_trimm.bw","H3K4me3_Macrophage_3.bw","H3K4me3_Macrophage_3.broadPeak"
"147","SRR1521934","ChIP-Seq",60,556417020,"PRJNA255796","SAMN02929076",255293391,"H3K4me3_Macrophage_4","Bone Marrow Macrophages","GEO","H3K4me3","public","sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1","SRX658432","GSM1441327","Illumina HiSeq 1500","SINGLE","ChIP","GENOMIC","Mus musculus","In vivo FACS purified cells","ILLUMINA","2014-08-08T00:00:00Z","GSM1441327","Bone Marrow Macrophages","SRP044685","C57BL/6","SRR1521934_1_trimm_peaks.broadPeak","SRR1521934_1_trimm.bw","H3K4me3_Macrophage_4.bw","H3K4me3_Macrophage_4.broadPeak"
"148","SRR1521935","ChIP-Seq",60,407127660,"PRJNA255796","SAMN02929077",190864812,"H3K4me3_B_cell_1","B cells","GEO","H3K4me3","public","sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public","SRX658433","GSM1441328","Illumina HiSeq 1500","SINGLE","ChIP","GENOMIC","Mus musculus","In vivo FACS purified cells","ILLUMINA","2014-08-08T00:00:00Z","GSM1441328","B cells","SRP044685","C57BL/6","SRR1521935_1_trimm_peaks.broadPeak","SRR1521935_1_trimm.bw","H3K4me3_B_cell_1.bw","H3K4me3_B_cell_1.broadPeak"
"149","SRR1521936","ChIP-Seq",60,408796980,"PRJNA255796","SAMN02929077",191468418,"H3K4me3_B_cell_2","B cells","GEO","H3K4me3","public","sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public","SRX658433","GSM1441328","Illumina HiSeq 1500","SINGLE","ChIP","GENOMIC","Mus musculus","In vivo FACS purified cells","ILLUMINA","2014-08-08T00:00:00Z","GSM1441328","B cells","SRP044685","C57BL/6","SRR1521936_1_trimm_peaks.broadPeak","SRR1521936_1_trimm.bw","H3K4me3_B_cell_2.bw","H3K4me3_B_cell_2.broadPeak"
"150","SRR1521937","ChIP-Seq",60,790587000,"PRJNA255796","SAMN02929014",363096898,"H3K4me3_CD4T_1","T CD4+ cells","GEO","H3K4me3","public","sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1","SRX658434","GSM1441329","Illumina HiSeq 1500","SINGLE","ChIP","GENOMIC","Mus musculus","In vivo FACS purified cells","ILLUMINA","2014-08-08T00:00:00Z","GSM1441329","T CD4+ cells","SRP044685","C57BL/6","SRR1521937_1_trimm_peaks.broadPeak","SRR1521937_1_trimm.bw","H3K4me3_CD4T_1.bw","H3K4me3_CD4T_1.broadPeak"
"151","SRR1521938","ChIP-Seq",60,1186262220,"PRJNA255796","SAMN02929014",541486411,"H3K4me3_CD4T_2","T CD4+ cells","GEO","H3K4me3","public","sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1","SRX658434","GSM1441329","Illumina HiSeq 1500","SINGLE","ChIP","GENOMIC","Mus musculus","In vivo FACS purified cells","ILLUMINA","2014-08-08T00:00:00Z","GSM1441329","T CD4+ cells","SRP044685","C57BL/6","SRR1521938_1_trimm_peaks.broadPeak","SRR1521938_1_trimm.bw","H3K4me3_CD4T_2.bw","H3K4me3_CD4T_2.broadPeak"
"152","SRR1521939","ChIP-Seq",60,411531300,"PRJNA255796","SAMN02929015",188336252,"H3K4me3_CD8T_1","T CD8+ cells","GEO","H3K4me3","public","sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public","SRX658435","GSM1441330","Illumina HiSeq 1500","SINGLE","ChIP","GENOMIC","Mus musculus","In vivo FACS purified cells","ILLUMINA","2014-08-08T00:00:00Z","GSM1441330","T CD8+ cells","SRP044685","C57BL/6","SRR1521939_1_trimm_peaks.broadPeak","SRR1521939_1_trimm.bw","H3K4me3_CD8T_1.bw","H3K4me3_CD8T_1.broadPeak"
"153","SRR1521940","ChIP-Seq",60,892755900,"PRJNA255796","SAMN02929015",408112025,"H3K4me3_CD8T_2","T CD8+ cells","GEO","H3K4me3","public","sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1","SRX658435","GSM1441330","Illumina HiSeq 1500","SINGLE","ChIP","GENOMIC","Mus musculus","In vivo FACS purified cells","ILLUMINA","2014-08-08T00:00:00Z","GSM1441330","T CD8+ cells","SRP044685","C57BL/6","SRR1521940_1_trimm_peaks.broadPeak","SRR1521940_1_trimm.bw","H3K4me3_CD8T_2.bw","H3K4me3_CD8T_2.broadPeak"
"154","SRR1521941","ChIP-Seq",60,133454400,"PRJNA255796","SAMN02929016",63299475,"H3K4me3_NK_1","NK Cells","GEO","H3K4me3","public","sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1","SRX658436","GSM1441331","Illumina HiSeq 1500","SINGLE","ChIP","GENOMIC","Mus musculus","In vivo FACS purified cells","ILLUMINA","2014-08-08T00:00:00Z","GSM1441331","NK Cells","SRP044685","C57BL/6","SRR1521941_1_trimm_peaks.broadPeak","SRR1521941_1_trimm.bw","H3K4me3_NK_1.bw","H3K4me3_NK_1.broadPeak"
"155","SRR1521942","ChIP-Seq",60,112150200,"PRJNA255796","SAMN02929016",53320452,"H3K4me3_NK_2","NK Cells","GEO","H3K4me3","public","sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1","SRX658436","GSM1441331","Illumina HiSeq 1500","SINGLE","ChIP","GENOMIC","Mus musculus","In vivo FACS purified cells","ILLUMINA","2014-08-08T00:00:00Z","GSM1441331","NK Cells","SRP044685","C57BL/6","SRR1521942_1_trimm_peaks.broadPeak","SRR1521942_1_trimm.bw","H3K4me3_NK_2.bw","H3K4me3_NK_2.broadPeak"
"156","SRR1521943","ChIP-Seq",60,402155640,"PRJNA255796","SAMN02929017",185261710,"H3K4me3_CLP_1","Common Lymphoid Progenitor (CLP)","GEO","H3K4me3","public","sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public","SRX658437","GSM1441332","Illumina HiSeq 1500","SINGLE","ChIP","GENOMIC","Mus musculus","In vivo FACS purified cells","ILLUMINA","2014-08-08T00:00:00Z","GSM1441332","Common Lymphoid Progenitor (CLP)","SRP044685","C57BL/6","SRR1521943_1_trimm_peaks.broadPeak","SRR1521943_1_trimm.bw","H3K4me3_CLP_1.bw","H3K4me3_CLP_1.broadPeak"
"157","SRR1521944","ChIP-Seq",60,376237860,"PRJNA255796","SAMN02929017",173793113,"H3K4me3_CLP_2","Common Lymphoid Progenitor (CLP)","GEO","H3K4me3","public","sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1","SRX658437","GSM1441332","Illumina HiSeq 1500","SINGLE","ChIP","GENOMIC","Mus musculus","In vivo FACS purified cells","ILLUMINA","2014-08-08T00:00:00Z","GSM1441332","Common Lymphoid Progenitor (CLP)","SRP044685","C57BL/6","SRR1521944_1_trimm_peaks.broadPeak","SRR1521944_1_trimm.bw","H3K4me3_CLP_2.bw","H3K4me3_CLP_2.broadPeak"
"158","SRR1521945","ChIP-Seq",60,520585800,"PRJNA255796","SAMN02929017",239366117,"H3K4me3_CLP_3","Common Lymphoid Progenitor (CLP)","GEO","H3K4me3","public","sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1","SRX658437","GSM1441332","Illumina HiSeq 1500","SINGLE","ChIP","GENOMIC","Mus musculus","In vivo FACS purified cells","ILLUMINA","2014-08-08T00:00:00Z","GSM1441332","Common Lymphoid Progenitor (CLP)","SRP044685","C57BL/6","SRR1521945_1_trimm_peaks.broadPeak","SRR1521945_1_trimm.bw","H3K4me3_CLP_3.bw","H3K4me3_CLP_3.broadPeak"
