"","Run","Assay.Type","AvgSpotLen","Bases","BioProject","BioSample","Bytes","Sample_name","Cell_type","Center.Name","chip_antibody","Consent","DATASTORE.filetype","DATASTORE.provider","DATASTORE.region","Experiment","GEO_Accession..exp.","Instrument","LibraryLayout","LibrarySelection","LibrarySource","Organism","passages","Platform","ReleaseDate","Sample.Name","source_name","SRA.Study","strain","bed_id","bw_id","new_bw_id","new_bed_id"
"102","SRR1521889","ChIP-Seq",60,687027420,"PRJNA255796","SAMN02929058",300341875,"H3K4me2_Granulocytes_2","Granulocytes","GEO","H3K4me2","public","sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1","SRX658414","GSM1441309","Illumina HiSeq 1500","SINGLE","ChIP","GENOMIC","Mus musculus","In vivo FACS purified cells","ILLUMINA","2014-08-08T00:00:00Z","GSM1441309","Granulocytes","SRP044685","C57BL/6","SRR1521889_1_trimm_peaks.broadPeak","SRR1521889_1_trimm.bw","H3K4me2_Granulocytes_2.bw","H3K4me2_Granulocytes_2.broadPeak"
"103","SRR1521890","ChIP-Seq",60,490361100,"PRJNA255796","SAMN02929059",222028799,"H3K4me2_Monocytes_1","Monocytes","GEO","H3K4me2","public","sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public","SRX658415","GSM1441310","Illumina HiSeq 1500","SINGLE","ChIP","GENOMIC","Mus musculus","In vivo FACS purified cells","ILLUMINA","2014-08-08T00:00:00Z","GSM1441310","Monocytes","SRP044685","C57BL/6","SRR1521890_1_trimm_peaks.broadPeak","SRR1521890_1_trimm.bw","H3K4me2_Monocytes_1.bw","H3K4me2_Monocytes_1.broadPeak"
"104","SRR1521891","ChIP-Seq",60,837675600,"PRJNA255796","SAMN02929059",381804413,"H3K4me2_Monocytes_2","Monocytes","GEO","H3K4me2","public","sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1","SRX658415","GSM1441310","Illumina HiSeq 1500","SINGLE","ChIP","GENOMIC","Mus musculus","In vivo FACS purified cells","ILLUMINA","2014-08-08T00:00:00Z","GSM1441310","Monocytes","SRP044685","C57BL/6","SRR1521891_1_trimm_peaks.broadPeak","SRR1521891_1_trimm.bw","H3K4me2_Monocytes_2.bw","H3K4me2_Monocytes_2.broadPeak"
"105","SRR1521892","ChIP-Seq",60,572195040,"PRJNA255796","SAMN02929059",260705428,"H3K4me2_Monocytes_3","Monocytes","GEO","H3K4me2","public","sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public","SRX658415","GSM1441310","Illumina HiSeq 1500","SINGLE","ChIP","GENOMIC","Mus musculus","In vivo FACS purified cells","ILLUMINA","2014-08-08T00:00:00Z","GSM1441310","Monocytes","SRP044685","C57BL/6","SRR1521892_1_trimm_peaks.broadPeak","SRR1521892_1_trimm.bw","H3K4me2_Monocytes_3.bw","H3K4me2_Monocytes_3.broadPeak"
"106","SRR1521893","ChIP-Seq",60,1759279560,"PRJNA255796","SAMN02929060",765548155,"H3K4me2_Macrophage_1","Bone Marrow Macrophages","GEO","H3K4me2","public","sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1","SRX658416","GSM1441311","Illumina HiSeq 1500","SINGLE","ChIP","GENOMIC","Mus musculus","In vivo FACS purified cells","ILLUMINA","2014-08-08T00:00:00Z","GSM1441311","Bone Marrow Macrophages","SRP044685","C57BL/6","SRR1521893_1_trimm_peaks.broadPeak","SRR1521893_1_trimm.bw","H3K4me2_Macrophage_1.bw","H3K4me2_Macrophage_1.broadPeak"
"107","SRR1521894","ChIP-Seq",60,1023485100,"PRJNA255796","SAMN02929060",465801711,"H3K4me2_Macrophage_2","Bone Marrow Macrophages","GEO","H3K4me2","public","sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1","SRX658416","GSM1441311","Illumina HiSeq 1500","SINGLE","ChIP","GENOMIC","Mus musculus","In vivo FACS purified cells","ILLUMINA","2014-08-08T00:00:00Z","GSM1441311","Bone Marrow Macrophages","SRP044685","C57BL/6","SRR1521894_1_trimm_peaks.broadPeak","SRR1521894_1_trimm.bw","H3K4me2_Macrophage_2.bw","H3K4me2_Macrophage_2.broadPeak"
"108","SRR1521895","ChIP-Seq",60,871111740,"PRJNA255796","SAMN02929060",397982535,"H3K4me2_Macrophage_3","Bone Marrow Macrophages","GEO","H3K4me2","public","sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US","SRX658416","GSM1441311","Illumina HiSeq 1500","SINGLE","ChIP","GENOMIC","Mus musculus","In vivo FACS purified cells","ILLUMINA","2014-08-08T00:00:00Z","GSM1441311","Bone Marrow Macrophages","SRP044685","C57BL/6","SRR1521895_1_trimm_peaks.broadPeak","SRR1521895_1_trimm.bw","H3K4me2_Macrophage_3.bw","H3K4me2_Macrophage_3.broadPeak"
"109","SRR1521896","ChIP-Seq",60,763815540,"PRJNA255796","SAMN02929061",333521556,"H3K4me2_B_cell_1","B cells","GEO","H3K4me2","public","sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public","SRX658417","GSM1441312","Illumina HiSeq 1500","SINGLE","ChIP","GENOMIC","Mus musculus","In vivo FACS purified cells","ILLUMINA","2014-08-08T00:00:00Z","GSM1441312","B cells","SRP044685","C57BL/6","SRR1521896_1_trimm_peaks.broadPeak","SRR1521896_1_trimm.bw","H3K4me2_B_cell_1.bw","H3K4me2_B_cell_1.broadPeak"
"110","SRR1521897","ChIP-Seq",60,754301340,"PRJNA255796","SAMN02929061",328742443,"H3K4me2_B_cell_2","B cells","GEO","H3K4me2","public","sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1","SRX658417","GSM1441312","Illumina HiSeq 1500","SINGLE","ChIP","GENOMIC","Mus musculus","In vivo FACS purified cells","ILLUMINA","2014-08-08T00:00:00Z","GSM1441312","B cells","SRP044685","C57BL/6","SRR1521897_1_trimm_peaks.broadPeak","SRR1521897_1_trimm.bw","H3K4me2_B_cell_2.bw","H3K4me2_B_cell_2.broadPeak"
"111","SRR1521898","ChIP-Seq",60,310004760,"PRJNA255796","SAMN02929062",136627200,"H3K4me2_NK_1","NK Cells","GEO","H3K4me2","public","sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1","SRX658418","GSM1441313","Illumina HiSeq 1500","SINGLE","ChIP","GENOMIC","Mus musculus","In vivo FACS purified cells","ILLUMINA","2014-08-08T00:00:00Z","GSM1441313","NK Cells","SRP044685","C57BL/6","SRR1521898_1_trimm_peaks.broadPeak","SRR1521898_1_trimm.bw","H3K4me2_NK_1.bw","H3K4me2_NK_1.broadPeak"
"112","SRR1521899","ChIP-Seq",60,265599780,"PRJNA255796","SAMN02929062",117430993,"H3K4me2_NK_2","NK Cells","GEO","H3K4me2","public","sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1","SRX658418","GSM1441313","Illumina HiSeq 1500","SINGLE","ChIP","GENOMIC","Mus musculus","In vivo FACS purified cells","ILLUMINA","2014-08-08T00:00:00Z","GSM1441313","NK Cells","SRP044685","C57BL/6","SRR1521899_1_trimm_peaks.broadPeak","SRR1521899_1_trimm.bw","H3K4me2_NK_2.bw","H3K4me2_NK_2.broadPeak"
"113","SRR1521900","ChIP-Seq",60,471332460,"PRJNA255796","SAMN02929063",216028831,"H3K4me2_CLP_1","Common Lymphoid Progenitor (CLP)","GEO","H3K4me2","public","sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1","SRX658419","GSM1441314","Illumina HiSeq 1500","SINGLE","ChIP","GENOMIC","Mus musculus","In vivo FACS purified cells","ILLUMINA","2014-08-08T00:00:00Z","GSM1441314","Common Lymphoid Progenitor (CLP)","SRP044685","C57BL/6","SRR1521900_1_trimm_peaks.broadPeak","SRR1521900_1_trimm.bw","H3K4me2_CLP_1.bw","H3K4me2_CLP_1.broadPeak"
"114","SRR1521901","ChIP-Seq",60,558985440,"PRJNA255796","SAMN02929063",255538493,"H3K4me2_CLP_2","Common Lymphoid Progenitor (CLP)","GEO","H3K4me2","public","sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1","SRX658419","GSM1441314","Illumina HiSeq 1500","SINGLE","ChIP","GENOMIC","Mus musculus","In vivo FACS purified cells","ILLUMINA","2014-08-08T00:00:00Z","GSM1441314","Common Lymphoid Progenitor (CLP)","SRP044685","C57BL/6","SRR1521901_1_trimm_peaks.broadPeak","SRR1521901_1_trimm.bw","H3K4me2_CLP_2.bw","H3K4me2_CLP_2.broadPeak"
"115","SRR1521902","ChIP-Seq",60,532261560,"PRJNA255796","SAMN02929063",243359381,"H3K4me2_CLP_3","Common Lymphoid Progenitor (CLP)","GEO","H3K4me2","public","sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public","SRX658419","GSM1441314","Illumina HiSeq 1500","SINGLE","ChIP","GENOMIC","Mus musculus","In vivo FACS purified cells","ILLUMINA","2014-08-08T00:00:00Z","GSM1441314","Common Lymphoid Progenitor (CLP)","SRP044685","C57BL/6","SRR1521902_1_trimm_peaks.broadPeak","SRR1521902_1_trimm.bw","H3K4me2_CLP_3.bw","H3K4me2_CLP_3.broadPeak"
"116","SRR1521903","ChIP-Seq",60,546853140,"PRJNA255796","SAMN02929063",489827974,"H3K4me2_CLP_4","Common Lymphoid Progenitor (CLP)","GEO","H3K4me2","public","sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1","SRX658419","GSM1441314","Illumina HiSeq 1500","SINGLE","ChIP","GENOMIC","Mus musculus","In vivo FACS purified cells","ILLUMINA","2014-08-08T00:00:00Z","GSM1441314","Common Lymphoid Progenitor (CLP)","SRP044685","C57BL/6","SRR1521903_1_trimm_peaks.broadPeak","SRR1521903_1_trimm.bw","H3K4me2_CLP_4.bw","H3K4me2_CLP_4.broadPeak"
"117","SRR1521904","ChIP-Seq",60,301548060,"PRJNA255796","SAMN02929064",269730642,"H3K4me2_CD4T_1","T CD4+ cells","GEO","H3K4me2","public","sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1","SRX658420","GSM1441315","Illumina HiSeq 1500","SINGLE","ChIP","GENOMIC","Mus musculus","In vivo FACS purified cells","ILLUMINA","2014-08-08T00:00:00Z","GSM1441315","T CD4+ cells","SRP044685","C57BL/6","SRR1521904_1_trimm_peaks.broadPeak","SRR1521904_1_trimm.bw","H3K4me2_CD4T_1.bw","H3K4me2_CD4T_1.broadPeak"
"118","SRR1521905","ChIP-Seq",60,287613900,"PRJNA255796","SAMN02929064",258182928,"H3K4me2_CD4T_2","T CD4+ cells","GEO","H3K4me2","public","sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1","SRX658420","GSM1441315","Illumina HiSeq 1500","SINGLE","ChIP","GENOMIC","Mus musculus","In vivo FACS purified cells","ILLUMINA","2014-08-08T00:00:00Z","GSM1441315","T CD4+ cells","SRP044685","C57BL/6","SRR1521905_1_trimm_peaks.broadPeak","SRR1521905_1_trimm.bw","H3K4me2_CD4T_2.bw","H3K4me2_CD4T_2.broadPeak"
"119","SRR1521906","ChIP-Seq",60,314068200,"PRJNA255796","SAMN02929064",280501028,"H3K4me2_CD4T_3","T CD4+ cells","GEO","H3K4me2","public","sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public","SRX658420","GSM1441315","Illumina HiSeq 1500","SINGLE","ChIP","GENOMIC","Mus musculus","In vivo FACS purified cells","ILLUMINA","2014-08-08T00:00:00Z","GSM1441315","T CD4+ cells","SRP044685","C57BL/6","SRR1521906_1_trimm_peaks.broadPeak","SRR1521906_1_trimm.bw","H3K4me2_CD4T_3.bw","H3K4me2_CD4T_3.broadPeak"
"120","SRR1521907","ChIP-Seq",60,291080880,"PRJNA255796","SAMN02929065",261709417,"H3K4me2_CD8T_1","T CD8+ cells","GEO","H3K4me2","public","sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1","SRX658421","GSM1441316","Illumina HiSeq 1500","SINGLE","ChIP","GENOMIC","Mus musculus","In vivo FACS purified cells","ILLUMINA","2014-08-08T00:00:00Z","GSM1441316","T CD8+ cells","SRP044685","C57BL/6","SRR1521907_1_trimm_peaks.broadPeak","SRR1521907_1_trimm.bw","H3K4me2_CD8T_1.bw","H3K4me2_CD8T_1.broadPeak"
"121","SRR1521908","ChIP-Seq",60,319724280,"PRJNA255796","SAMN02929065",286868311,"H3K4me2_CD8T_2","T CD8+ cells","GEO","H3K4me2","public","sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1","SRX658421","GSM1441316","Illumina HiSeq 1500","SINGLE","ChIP","GENOMIC","Mus musculus","In vivo FACS purified cells","ILLUMINA","2014-08-08T00:00:00Z","GSM1441316","T CD8+ cells","SRP044685","C57BL/6","SRR1521908_1_trimm_peaks.broadPeak","SRR1521908_1_trimm.bw","H3K4me2_CD8T_2.bw","H3K4me2_CD8T_2.broadPeak"
"122","SRR1521909","ChIP-Seq",60,288886620,"PRJNA255796","SAMN02929065",257604618,"H3K4me2_CD8T_3","T CD8+ cells","GEO","H3K4me2","public","sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1","SRX658421","GSM1441316","Illumina HiSeq 1500","SINGLE","ChIP","GENOMIC","Mus musculus","In vivo FACS purified cells","ILLUMINA","2014-08-08T00:00:00Z","GSM1441316","T CD8+ cells","SRP044685","C57BL/6","SRR1521909_1_trimm_peaks.broadPeak","SRR1521909_1_trimm.bw","H3K4me2_CD8T_3.bw","H3K4me2_CD8T_3.broadPeak"
"123","SRR1521910","ChIP-Seq",60,200564760,"PRJNA255796","SAMN02929066",92140590,"H3K4me3_LT_HSC_1","Long Term Hematopoietic Stem Cell (LT-HSC)","GEO","H3K4me3","public","sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1","SRX658422","GSM1441317","Illumina HiSeq 1500","SINGLE","ChIP","GENOMIC","Mus musculus","In vivo FACS purified cells","ILLUMINA","2014-08-08T00:00:00Z","GSM1441317","Long Term Hematopoietic Stem Cell (LT-HSC)","SRP044685","C57BL/6","SRR1521910_1_trimm_peaks.broadPeak","SRR1521910_1_trimm.bw","H3K4me3_LT_HSC_1.bw","H3K4me3_LT_HSC_1.broadPeak"
"124","SRR1521911","ChIP-Seq",60,335638740,"PRJNA255796","SAMN02929067",158343044,"H3K4me3_ST_HSC_1","Short Term Hematopoietic Stem Cell (ST-HSC)","GEO","H3K4me3","public","sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1","SRX658423","GSM1441318","Illumina HiSeq 1500","SINGLE","ChIP","GENOMIC","Mus musculus","In vivo FACS purified cells","ILLUMINA","2014-08-08T00:00:00Z","GSM1441318","Short Term Hematopoietic Stem Cell (ST-HSC)","SRP044685","C57BL/6","SRR1521911_1_trimm_peaks.broadPeak","SRR1521911_1_trimm.bw","H3K4me3_ST_HSC_1.bw","H3K4me3_ST_HSC_1.broadPeak"
"125","SRR1521912","ChIP-Seq",60,591510780,"PRJNA255796","SAMN02929067",271591571,"H3K4me3_ST_HSC_2","Short Term Hematopoietic Stem Cell (ST-HSC)","GEO","H3K4me3","public","sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1","SRX658423","GSM1441318","Illumina HiSeq 1500","SINGLE","ChIP","GENOMIC","Mus musculus","In vivo FACS purified cells","ILLUMINA","2014-08-08T00:00:00Z","GSM1441318","Short Term Hematopoietic Stem Cell (ST-HSC)","SRP044685","C57BL/6","SRR1521912_1_trimm_peaks.broadPeak","SRR1521912_1_trimm.bw","H3K4me3_ST_HSC_2.bw","H3K4me3_ST_HSC_2.broadPeak"
"126","SRR1521913","ChIP-Seq",60,239483460,"PRJNA255796","SAMN02929068",113288327,"H3K4me3_MPP_1","Multipotent Progenitor (MPP)","GEO","H3K4me3","public","sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public","SRX658424","GSM1441319","Illumina HiSeq 1500","SINGLE","ChIP","GENOMIC","Mus musculus","In vivo FACS purified cells","ILLUMINA","2014-08-08T00:00:00Z","GSM1441319","Multipotent Progenitor (MPP)","SRP044685","C57BL/6","SRR1521913_1_trimm_peaks.broadPeak","SRR1521913_1_trimm.bw","H3K4me3_MPP_1.bw","H3K4me3_MPP_1.broadPeak"
"127","SRR1521914","ChIP-Seq",60,300886260,"PRJNA255796","SAMN02929069",141623804,"H3K4me3_CMP_1","Common Myeloid Progenitor (CMP)","GEO","H3K4me3","public","sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1","SRX658425","GSM1441320","Illumina HiSeq 1500","SINGLE","ChIP","GENOMIC","Mus musculus","In vivo FACS purified cells","ILLUMINA","2014-08-08T00:00:00Z","GSM1441320","Common Myeloid Progenitor (CMP)","SRP044685","C57BL/6","SRR1521914_1_trimm_peaks.broadPeak","SRR1521914_1_trimm.bw","H3K4me3_CMP_1.bw","H3K4me3_CMP_1.broadPeak"
"128","SRR1521915","ChIP-Seq",60,299559360,"PRJNA255796","SAMN02929069",140862204,"H3K4me3_CMP_2","Common Myeloid Progenitor (CMP)","GEO","H3K4me3","public","sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1","SRX658425","GSM1441320","Illumina HiSeq 1500","SINGLE","ChIP","GENOMIC","Mus musculus","In vivo FACS purified cells","ILLUMINA","2014-08-08T00:00:00Z","GSM1441320","Common Myeloid Progenitor (CMP)","SRP044685","C57BL/6","SRR1521915_1_trimm_peaks.broadPeak","SRR1521915_1_trimm.bw","H3K4me3_CMP_2.bw","H3K4me3_CMP_2.broadPeak"
"129","SRR1521916","ChIP-Seq",60,283417440,"PRJNA255796","SAMN02929069",133253086,"H3K4me3_CMP_3","Common Myeloid Progenitor (CMP)","GEO","H3K4me3","public","sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1","SRX658425","GSM1441320","Illumina HiSeq 1500","SINGLE","ChIP","GENOMIC","Mus musculus","In vivo FACS purified cells","ILLUMINA","2014-08-08T00:00:00Z","GSM1441320","Common Myeloid Progenitor (CMP)","SRP044685","C57BL/6","SRR1521916_1_trimm_peaks.broadPeak","SRR1521916_1_trimm.bw","H3K4me3_CMP_3.bw","H3K4me3_CMP_3.broadPeak"
"130","SRR1521917","ChIP-Seq",60,479111820,"PRJNA255796","SAMN02929069",220250521,"H3K4me3_CMP_4","Common Myeloid Progenitor (CMP)","GEO","H3K4me3","public","sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1","SRX658425","GSM1441320","Illumina HiSeq 1500","SINGLE","ChIP","GENOMIC","Mus musculus","In vivo FACS purified cells","ILLUMINA","2014-08-08T00:00:00Z","GSM1441320","Common Myeloid Progenitor (CMP)","SRP044685","C57BL/6","SRR1521917_1_trimm_peaks.broadPeak","SRR1521917_1_trimm.bw","H3K4me3_CMP_4.bw","H3K4me3_CMP_4.broadPeak"
"131","SRR1521918","ChIP-Seq",60,355512960,"PRJNA255796","SAMN02929070",166970169,"H3K4me3_GMP_1","Granulocyte Monocyte Progenitor (GMP)","GEO","H3K4me3","public","sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public","SRX658426","GSM1441321","Illumina HiSeq 1500","SINGLE","ChIP","GENOMIC","Mus musculus","In vivo FACS purified cells","ILLUMINA","2014-08-08T00:00:00Z","GSM1441321","Granulocyte Monocyte Progenitor (GMP)","SRP044685","C57BL/6","SRR1521918_1_trimm_peaks.broadPeak","SRR1521918_1_trimm.bw","H3K4me3_GMP_1.bw","H3K4me3_GMP_1.broadPeak"
"132","SRR1521919","ChIP-Seq",60,429173400,"PRJNA255796","SAMN02929070",201279459,"H3K4me3_GMP_2","Granulocyte Monocyte Progenitor (GMP)","GEO","H3K4me3","public","sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1","SRX658426","GSM1441321","Illumina HiSeq 1500","SINGLE","ChIP","GENOMIC","Mus musculus","In vivo FACS purified cells","ILLUMINA","2014-08-08T00:00:00Z","GSM1441321","Granulocyte Monocyte Progenitor (GMP)","SRP044685","C57BL/6","SRR1521919_1_trimm_peaks.broadPeak","SRR1521919_1_trimm.bw","H3K4me3_GMP_2.bw","H3K4me3_GMP_2.broadPeak"
"133","SRR1521920","ChIP-Seq",60,346105200,"PRJNA255796","SAMN02929070",162527897,"H3K4me3_GMP_2","Granulocyte Monocyte Progenitor (GMP)","GEO","H3K4me3","public","sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public","SRX658426","GSM1441321","Illumina HiSeq 1500","SINGLE","ChIP","GENOMIC","Mus musculus","In vivo FACS purified cells","ILLUMINA","2014-08-08T00:00:00Z","GSM1441321","Granulocyte Monocyte Progenitor (GMP)","SRP044685","C57BL/6","SRR1521920_1_trimm_peaks.broadPeak","SRR1521920_1_trimm.bw","H3K4me3_GMP_2.bw","H3K4me3_GMP_2.broadPeak"
"134","SRR1521921","ChIP-Seq",60,561807180,"PRJNA255796","SAMN02929071",262792316,"H3K4me3_MEP_1","Megakaryocitic erythroyd progenitor (MEP)","GEO","H3K4me3","public","sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1","SRX658427","GSM1441322","Illumina HiSeq 1500","SINGLE","ChIP","GENOMIC","Mus musculus","In vivo FACS purified cells","ILLUMINA","2014-08-08T00:00:00Z","GSM1441322","Megakaryocitic erythroyd progenitor (MEP)","SRP044685","C57BL/6","SRR1521921_1_trimm_peaks.broadPeak","SRR1521921_1_trimm.bw","H3K4me3_MEP_1.bw","H3K4me3_MEP_1.broadPeak"
"135","SRR1521922","ChIP-Seq",60,456639420,"PRJNA255796","SAMN02929071",213923638,"H3K4me3_MEP_2","Megakaryocitic erythroyd progenitor (MEP)","GEO","H3K4me3","public","sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX658427","GSM1441322","Illumina HiSeq 1500","SINGLE","ChIP","GENOMIC","Mus musculus","In vivo FACS purified cells","ILLUMINA","2014-08-08T00:00:00Z","GSM1441322","Megakaryocitic erythroyd progenitor (MEP)","SRP044685","C57BL/6","SRR1521922_1_trimm_peaks.broadPeak","SRR1521922_1_trimm.bw","H3K4me3_MEP_2.bw","H3K4me3_MEP_2.broadPeak"
"136","SRR1521923","ChIP-Seq",60,260563080,"PRJNA255796","SAMN02929072",122198508,"H3K4me3_EryA_1","Erythrocytes A (Ery A)","GEO","H3K4me3","public","sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1","SRX658428","GSM1441323","Illumina HiSeq 1500","SINGLE","ChIP","GENOMIC","Mus musculus","In vivo FACS purified cells","ILLUMINA","2014-08-08T00:00:00Z","GSM1441323","Erythrocytes A (Ery A)","SRP044685","C57BL/6","SRR1521923_1_trimm_peaks.broadPeak","SRR1521923_1_trimm.bw","H3K4me3_EryA_1.bw","H3K4me3_EryA_1.broadPeak"
"137","SRR1521924","ChIP-Seq",60,222719820,"PRJNA255796","SAMN02929073",104938921,"H3K4me3_EryB_1","Erythrocytes B (Ery B)","GEO","H3K4me3","public","sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1","SRX658429","GSM1441324","Illumina HiSeq 1500","SINGLE","ChIP","GENOMIC","Mus musculus","In vivo FACS purified cells","ILLUMINA","2014-08-08T00:00:00Z","GSM1441324","Erythrocytes B (Ery B)","SRP044685","C57BL/6","SRR1521924_1_trimm_peaks.broadPeak","SRR1521924_1_trimm.bw","H3K4me3_EryB_1.bw","H3K4me3_EryB_1.broadPeak"
"138","SRR1521925","ChIP-Seq",60,408532560,"PRJNA255796","SAMN02929074",192638609,"H3K4me3_Granulocytes_1","Granulocytes","GEO","H3K4me3","public","sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public","SRX658430","GSM1441325","Illumina HiSeq 1500","SINGLE","ChIP","GENOMIC","Mus musculus","In vivo FACS purified cells","ILLUMINA","2014-08-08T00:00:00Z","GSM1441325","Granulocytes","SRP044685","C57BL/6","SRR1521925_1_trimm_peaks.broadPeak","SRR1521925_1_trimm.bw","H3K4me3_Granulocytes_1.bw","H3K4me3_Granulocytes_1.broadPeak"
"139","SRR1521926","ChIP-Seq",60,372858960,"PRJNA255796","SAMN02929074",175023927,"H3K4me3_Granulocytes_2","Granulocytes","GEO","H3K4me3","public","sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1","SRX658430","GSM1441325","Illumina HiSeq 1500","SINGLE","ChIP","GENOMIC","Mus musculus","In vivo FACS purified cells","ILLUMINA","2014-08-08T00:00:00Z","GSM1441325","Granulocytes","SRP044685","C57BL/6","SRR1521926_1_trimm_peaks.broadPeak","SRR1521926_1_trimm.bw","H3K4me3_Granulocytes_2.bw","H3K4me3_Granulocytes_2.broadPeak"
"140","SRR1521927","ChIP-Seq",60,406118580,"PRJNA255796","SAMN02929075",186291942,"H3K4me3_Monocytes_1","Monocytes","GEO","H3K4me3","public","sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public","SRX658431","GSM1441326","Illumina HiSeq 1500","SINGLE","ChIP","GENOMIC","Mus musculus","In vivo FACS purified cells","ILLUMINA","2014-08-08T00:00:00Z","GSM1441326","Monocytes","SRP044685","C57BL/6","SRR1521927_1_trimm_peaks.broadPeak","SRR1521927_1_trimm.bw","H3K4me3_Monocytes_1.bw","H3K4me3_Monocytes_1.broadPeak"
"141","SRR1521928","ChIP-Seq",60,478213380,"PRJNA255796","SAMN02929075",220047572,"H3K4me3_Monocytes_2","Monocytes","GEO","H3K4me3","public","sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1","SRX658431","GSM1441326","Illumina HiSeq 1500","SINGLE","ChIP","GENOMIC","Mus musculus","In vivo FACS purified cells","ILLUMINA","2014-08-08T00:00:00Z","GSM1441326","Monocytes","SRP044685","C57BL/6","SRR1521928_1_trimm_peaks.broadPeak","SRR1521928_1_trimm.bw","H3K4me3_Monocytes_2.bw","H3K4me3_Monocytes_2.broadPeak"
"142","SRR1521929","ChIP-Seq",60,452628360,"PRJNA255796","SAMN02929075",208081294,"H3K4me3_Monocytes_3","Monocytes","GEO","H3K4me3","public","sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public","SRX658431","GSM1441326","Illumina HiSeq 1500","SINGLE","ChIP","GENOMIC","Mus musculus","In vivo FACS purified cells","ILLUMINA","2014-08-08T00:00:00Z","GSM1441326","Monocytes","SRP044685","C57BL/6","SRR1521929_1_trimm_peaks.broadPeak","SRR1521929_1_trimm.bw","H3K4me3_Monocytes_3.bw","H3K4me3_Monocytes_3.broadPeak"
"143","SRR1521930","ChIP-Seq",60,512864100,"PRJNA255796","SAMN02929075",235237421,"H3K4me3_Monocytes_4","Monocytes","GEO","H3K4me3","public","sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1","SRX658431","GSM1441326","Illumina HiSeq 1500","SINGLE","ChIP","GENOMIC","Mus musculus","In vivo FACS purified cells","ILLUMINA","2014-08-08T00:00:00Z","GSM1441326","Monocytes","SRP044685","C57BL/6","SRR1521930_1_trimm_peaks.broadPeak","SRR1521930_1_trimm.bw","H3K4me3_Monocytes_4.bw","H3K4me3_Monocytes_4.broadPeak"
"144","SRR1521931","ChIP-Seq",60,461610180,"PRJNA255796","SAMN02929076",217387842,"H3K4me3_Macrophage_1","Bone Marrow Macrophages","GEO","H3K4me3","public","sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1","SRX658432","GSM1441327","Illumina HiSeq 1500","SINGLE","ChIP","GENOMIC","Mus musculus","In vivo FACS purified cells","ILLUMINA","2014-08-08T00:00:00Z","GSM1441327","Bone Marrow Macrophages","SRP044685","C57BL/6","SRR1521931_1_trimm_peaks.broadPeak","SRR1521931_1_trimm.bw","H3K4me3_Macrophage_1.bw","H3K4me3_Macrophage_1.broadPeak"
